name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
math\stat\descriptive\moment\FourthMoment.java\org.apache.commons.math.stat.descriptive.moment.FourthMoment,46,8,0,43,0.75,5,0,3,0,17,0.083333333,0,0,0.333333333,0,0.386363636,0.047619048,0,0,29,46,17,0,1,18,0.369565217,0,0.02173913,0.391304348,0
math\stat\descriptive\moment\GeometricMean.java\org.apache.commons.math.stat.descriptive.moment.GeometricMean,62,15,2,32,0.666666667,2,0,8,1,8,0.066666667,0,0,0.5,0.333333333,0.242424242,0.04,0,0,28,63,35,0,4,39,0.555555556,0,0.063492063,0.619047619,0
math\stat\descriptive\moment\Kurtosis.java\org.apache.commons.math.stat.descriptive.moment.Kurtosis,86,16,5,48,0.666666667,2,0,3,1,14,0.055555556,0,0,0.176470588,0.166666667,0.285714286,0.033333333,0,0,69,86,17,0,7,24,0.197674419,0,0.081395349,0.279069767,0
math\stat\descriptive\moment\Mean.java\org.apache.commons.math.stat.descriptive.moment.Mean,60,14,2,35,0.666666667,2,0,3,0,10,0.055555556,0,0,0.2,0,0.277777778,0.033333333,0,0,43,60,17,0,1,18,0.283333333,0,0.016666667,0.3,0
math\stat\descriptive\moment\SecondMoment.java\org.apache.commons.math.stat.descriptive.moment.SecondMoment,39,8,0,31,0.666666667,3,1,3,0,11,0,0,0,0.333333333,0,0.34375,0,0,0,22,39,17,0,0,17,0.435897436,0,0,0.435897436,0
math\stat\descriptive\moment\Skewness.java\org.apache.commons.math.stat.descriptive.moment.Skewness,80,17,4,46,0.666666667,2,0,3,0,13,0.055555556,0,0,0.166666667,0,0.276595745,0.033333333,0,0,63,80,17,0,4,21,0.2125,0,0.05,0.2625,0
math\stat\descriptive\moment\StandardDeviation.java\org.apache.commons.math.stat.descriptive.moment.StandardDeviation,65,17,2,61,0.59375,2,0,3,0,13,0.055288462,0,0,0.166666667,0,0.209677419,0.034690799,0,0,48,65,17,0,0,17,0.261538462,0,0,0.261538462,0
math\stat\descriptive\moment\ThirdMoment.java\org.apache.commons.math.stat.descriptive.moment.ThirdMoment,45,8,0,37,0.666666667,4,1,3,0,14,0.111111111,0,0,0.333333333,0,0.368421053,0.066666667,0,0,28,45,17,0,1,18,0.377777778,0,0.022222222,0.4,0
math\stat\descriptive\moment\Variance.java\org.apache.commons.math.stat.descriptive.moment.Variance,121,31,4,45,0.734375,2,0,3,1,11,0.003605769,0,0,0.09375,0.2,0.239130435,0.002079002,0,0,102,121,19,0,4,23,0.157024793,0,0.033057851,0.190082645,0
math\stat\descriptive\moment\VectorialCovariance.java\org.apache.commons.math.stat.descriptive.moment.VectorialCovariance,78,22,3,16,0.4,0,0,12,0,9,0.1,0,0,0.52173913,0,0.529411765,0.071428571,0,0,44,79,36,1,5,41,0.455696203,0.012658228,0.063291139,0.518987342,0
